Magazin standard,Stradă standard,Localitate standard,Sector atribuit,Județ,Nr. clienți
Staer 23,iriceanu ion,sector 4,sector 4,bucurești,3
Staer 23,irimicului,sector 2,sector 2,bucurești,1
Staer 23,irisului,sector 3,sector 3,bucurești,1
Staer 23,islazului,gruiu,—,ilfov,1
Staer 23,isvorul crisului,sector 4,sector 4,bucurești,2
Staer 23,izbiceni,sector 1,sector 1,bucurești,1
Staer 23,izlasului,tunari,—,ilfov,1
Staer 23,izv crisului,sector 4,sector 4,bucurești,1
Staer 23,izvor,cretesti,—,ilfov,1
Staer 23,izvorul crisului,sector 4,sector 4,bucurești,28
Staer 23,izvorul oiltului,berceni (ilfov),—,ilfov,1
Staer 23,izvorul oltuluio,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,izvorul rece,sector 4,sector 4,bucurești,20
Staer 23,izvorul trotusului,sector 4,sector 4,bucurești,10
Staer 23,izvorului,voluntari–pipera,—,ilfov,1
Staer 23,jan stekiadi,sector 3,sector 3,bucurești,1
Staer 23,jan steriadi,sector 3,sector 3,bucurești,1
Staer 23,jean alexandru steriadi,sector 3,sector 3,bucurești,3
Staer 23,jean athanasiu,sector 2,sector 2,bucurești,1
Staer 23,jepilor,sector 4,sector 4,bucurești,1
Staer 23,jepilor (langa scoala 308),sector 4,sector 4,bucurești,1
Staer 23,jimbolia,sector 1,sector 1,bucurești,3
Staer 23,jirlau,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,jirului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,jiului,bragadiru,—,ilfov,3
Staer 23,johann strauss,sector 2,sector 2,bucurești,1
Staer 23,joita,sector 4,sector 4,bucurești,1
Staer 23,judetul,sector 2,sector 2,bucurești,1
Staer 23,judetului,sector 2,sector 2,bucurești,1
Staer 23,jules michelette,sector 1,sector 1,bucurești,1
Staer 23,justitiei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,justitiei,sector 4,sector 4,bucurești,1
Staer 23,kaltenbeck,candeasca/belgiugatele,—,ilfov,1
Staer 23,l binelui,sector 4,sector 4,bucurești,1
Staer 23,l. basarabia,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,l. rebreanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,l.constantin brancoveanu,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,l.metalurgiei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,l.metalurgiei,sector 4,sector 4,bucurești,1
Staer 23,la motesti,sector 4,sector 4,bucurești,1
Staer 23,laborator,sector 3,sector 3,bucurești,12
Staer 23,lacramioarei,berceni (ilfov),—,ilfov,13
Staer 23,lacramioarei,berceni t=60 lei,—,ilfov,1
Staer 23,lacul bucura,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lahovari,balotești,—,ilfov,1
Staer 23,lalelei,jilava,—,ilfov,2
Staer 23,lalelelor,dobroești,—,ilfov,1
Staer 23,lalelelor,jilava,—,ilfov,1
Staer 23,lalelelor,sector 3,sector 3,bucurești,1
Staer 23,lalelelor,vidra,—,ilfov,1
Staer 23,lalosu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lancierilor,corbeanca,—,ilfov,1
Staer 23,lanternei,sector 2,sector 2,bucurești,2
Staer 23,lanului,sector 2,sector 2,bucurești,3
Staer 23,laptari tei,sector 2,sector 2,bucurești,3
Staer 23,latea gheorghe,sector 6,sector 6,bucurești,1
Staer 23,laurentiu claudian,sector 2,sector 2,bucurești,1
Staer 23,laurentiu raiciu,popești-leordeni,—,ilfov,8
Staer 23,lavandei,pantelimon,—,ilfov,1
Staer 23,lct aurel botea,sector 3,sector 3,bucurești,1
Staer 23,leaota,sector 6,sector 6,bucurești,1
Staer 23,lebedei,berceni (ilfov),—,ilfov,1
Staer 23,lebedelor,berceni (ilfov),—,ilfov,4
Staer 23,lectorului,sector 1,sector 1,bucurești,1
Staer 23,leonard murialdo,popești-leordeni,—,ilfov,1
Staer 23,leonardo murialdo,popești-leordeni,—,ilfov,1
Staer 23,leonida,sector 2,sector 2,bucurești,1
Staer 23,leordeni,popești-leordeni,—,ilfov,12
Staer 23,leului,măgurele,—,ilfov,1
Staer 23,levantica,sector 3,sector 3,bucurești,1
Staer 23,levanticai,sector 3,sector 3,bucurești,1
Staer 23,libelulelor,pantelimon,—,ilfov,2
Staer 23,liberattii,ștefăneștii de jos,—,ilfov,1
Staer 23,libertaii,jilava,—,ilfov,1
Staer 23,libertatii,bragadiru,—,ilfov,3
Staer 23,libertatii,dragomirești,—,ilfov,1
Staer 23,libertatii,glina,—,ilfov,3
Staer 23,libertatii,jilava,—,ilfov,6
Staer 23,libertatii,stefanestuii de jos,—,ilfov,1
Staer 23,libertatii,ștefăneștii de jos,—,ilfov,3
Staer 23,licuricilor,pantelimon,—,ilfov,1
Staer 23,liliacului,brănești,—,ilfov,1
Staer 23,liliacului,copaceni,—,ilfov,1
Staer 23,liliacului,măgurele,—,ilfov,1
Staer 23,liliacului,snagov,—,ilfov,2
Staer 23,liliacului,voluntari–pipera,—,ilfov,1
Staer 23,limanului,sector 1,sector 1,bucurești,2
Staer 23,linia de centura dreapta,afumați,—,ilfov,1
Staer 23,linia de centura- cosmopolis,ștefăneștii de jos,—,ilfov,1
Staer 23,linistei,sector 1,sector 1,bucurești,1
Staer 23,linistei,vidra,—,ilfov,1
Staer 23,lipscani,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,livezi,popești-leordeni,—,ilfov,2
Staer 23,livezii,măgurele,—,ilfov,2
Staer 23,liviu rebreanu,bucurești neatribuit,bucurești neatribuit,bucurești,14
Staer 23,liviu rebreanu,moara vlăsiei,—,ilfov,1
Staer 23,liviu rebreanu,sector 3,sector 3,bucurești,25
Staer 23,lizierei,corbeanca,—,ilfov,1
Staer 23,loc nicolae pascu,sector 3,sector 3,bucurești,1
Staer 23,loc stefan marinescu,sector 6,sector 6,bucurești,4
Staer 23,locotenent constantin zlatescu,sector 2,sector 2,bucurești,1
Staer 23,locotenent scarlat mares,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,logofat tautu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,logofat tautu,sector 3,sector 3,bucurești,1
Staer 23,logofat udriste,sector 2,sector 2,bucurești,1
Staer 23,logofat udriste,sector 3,sector 3,bucurești,1
Staer 23,logofatul tautu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lotrioara,sector 3,sector 3,bucurești,10
Staer 23,lotrului,brănești,—,ilfov,1
Staer 23,lotus,vidra,—,ilfov,2
Staer 23,lotusului,voluntari–pipera,—,ilfov,1
Staer 23,lt alexandru popescu,sector 3,sector 3,bucurești,1
Staer 23,lt aurel botea,sector 3,sector 3,bucurești,2
Staer 23,lt bazican ionescu,sector 2,sector 2,bucurești,1
Staer 23,lt campeanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lt col dumitru papazoglu,sector 3,sector 3,bucurești,2
Staer 23,lt nicolae pascu,sector 3,sector 3,bucurești,1
Staer 23,lt petre lazarescu,sector 3,sector 3,bucurești,1
Staer 23,lt victor manu,sector 2,sector 2,bucurești,1
Staer 23,lt. gheorghe saidac,sector 6,sector 6,bucurești,1
Staer 23,lucernei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lucernei,sector 5,sector 5,bucurești,1
Staer 23,lucretiu patrascan,sector 3,sector 3,bucurești,1
Staer 23,lucretiu patrascanu,sector 3,sector 3,bucurești,1
Staer 23,luic,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,luica 37,sector 4,sector 4,bucurești,1
Staer 23,luica-intrarea diademei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,luicaa,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,luigi cazzavilan,sector 1,sector 1,bucurești,1
Staer 23,luigi galvani,sector 2,sector 2,bucurești,1
Staer 23,luminisului,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lunca birzesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lunca prutului 34-42,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,lunga,manolache,—,ilfov,1
Staer 23,lunii,balotești,—,ilfov,1
Staer 23,luntrei,sector 2,sector 2,bucurești,2
Staer 23,luntreni,sector 5,sector 5,bucurești,3
Staer 23,m bravu,sector 3,sector 3,bucurești,1
Staer 23,m.sebastian,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,macesului,ilfov,—,ilfov,1
Staer 23,macesului,sector 4,sector 4,bucurești,3
Staer 23,macesului,vidra,—,ilfov,1
Staer 23,macesului,ștefăneștii de jos,—,ilfov,1
Staer 23,macului,berceni (ilfov),—,ilfov,4
Staer 23,macului,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,magnoliei,berceni (ilfov),—,ilfov,1
Staer 23,magnoliei,ciorogârla,—,ilfov,1
Staer 23,magura vaii,sector 2,sector 2,bucurești,1
Staer 23,magurei,glina,—,ilfov,1
Staer 23,magurei,sector 5,sector 5,bucurești,2
Staer 23,maica domnului,sector 2,sector 2,bucurești,5
Staer 23,maica tereza,popești-leordeni,—,ilfov,6
Staer 23,maior alexandru campeanu,sector 1,sector 1,bucurești,1
Staer 23,maior av.st.sanatescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,maior bacila,sector 2,sector 2,bucurești,1
Staer 23,maior bacila vasile,sector 2,sector 2,bucurești,1
Staer 23,maior coravu,sector 2,sector 2,bucurești,1
Staer 23,malcoci,sector 5,sector 5,bucurești,5
Staer 23,malul cu flori,sector 3,sector 3,bucurești,1
Staer 23,malva,sector 3,sector 3,bucurești,2
Staer 23,malva,sector 6,sector 6,bucurești,1
Staer 23,mantuleasa,sector 4,sector 4,bucurești,1
Staer 23,marasesti,afumați,—,ilfov,1
Staer 23,marasesti,berceni (ilfov),—,ilfov,1
Staer 23,marasesti,berceni trans 60 lei,—,ilfov,1
Staer 23,marasesti,bragadiru,—,ilfov,2
Staer 23,marasesti,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,marasesti,măgurele,—,ilfov,1
Staer 23,marasesti,otopeni,—,ilfov,1
Staer 23,marasesti,sector 4,sector 4,bucurești,2
Staer 23,marasti,berceni (ilfov),—,ilfov,1
Staer 23,marcu armasu,sector 2,sector 2,bucurești,3
Staer 23,marea neagra,pantelimon,—,ilfov,2
Staer 23,mares scarlat,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,maresal ion alntonescu,i decembrie,—,ilfov,1
Staer 23,margaretei,vidra,—,ilfov,1
Staer 23,margeanului,sector 5,sector 5,bucurești,1
Staer 23,margelelor,bragadiru,—,ilfov,3
Staer 23,margelelor,sector 6,sector 6,bucurești,1
Staer 23,margelelor 26a,bragadiru,—,ilfov,1
Staer 23,marginei,catelu,—,ilfov,3
Staer 23,maria lazarescu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,maria tanase,sector 4,sector 4,bucurești,3
Staer 23,marin constantin,sector 5,sector 5,bucurești,1
Staer 23,marin grigore,sector 4,sector 4,bucurești,1
Staer 23,marin pazon,sector 3,sector 3,bucurești,2
Staer 23,marin sorescu,otopeni,—,ilfov,1
Staer 23,mariucanr,sector 3,sector 3,bucurești,1
Staer 23,marius emanuel buteica,sector 3,sector 3,bucurești,1
Staer 23,marului,dobroești,—,ilfov,9
Staer 23,marului,fundeni,—,ilfov,2
Staer 23,marului,sector 3,sector 3,bucurești,25
Staer 23,masina de paine,sector 2,sector 2,bucurești,4
Staer 23,matache dobrescu,sector 3,sector 3,bucurești,1
Staer 23,matasari,sector 2,sector 2,bucurești,1
Staer 23,matei basarab,berceni (ilfov),—,ilfov,1
Staer 23,matei basarab,lipia,—,ilfov,1
Staer 23,matei basarab,otopeni,—,ilfov,2
Staer 23,matei millo,voluntari–pipera,—,ilfov,1
Staer 23,matei voievod,sector 2,sector 2,bucurești,3
Staer 23,maximilian poper,sector 3,sector 3,bucurești,1
Staer 23,medic constantin slatescu,sector 2,sector 2,bucurești,1
Staer 23,mehadia,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mehadia,sector 6,sector 6,bucurești,2
Staer 23,melinesti,sector 4,sector 4,bucurești,4
Staer 23,melodia,vidra,—,ilfov,1
Staer 23,mesteacanului,dobroești,—,ilfov,3
Staer 23,mesterul manole,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mesterul manole,sector 3,sector 3,bucurești,1
Staer 23,metalurgie,sector 4,sector 4,bucurești,2
Staer 23,metalurgiei 92-94,sector 4,sector 4,bucurești,1
Staer 23,meterrezului,fundeni,—,ilfov,1
Staer 23,mezes,sector 1,sector 1,bucurești,1
Staer 23,micsunelelor,dragomirești,—,ilfov,1
Staer 23,mieilor,sector 2,sector 2,bucurești,1
Staer 23,mierlari,jilava,—,ilfov,3
Staer 23,mierlei,glina,—,ilfov,1
Staer 23,migdalilor,pantelimon,—,ilfov,2
Staer 23,mihai bravu,berceni (ilfov),—,ilfov,1
Staer 23,mihai bravu,bucurești neatribuit,bucurești neatribuit,bucurești,9
Staer 23,mihai bravu,cucuieti,—,ilfov,1
Staer 23,mihai bravu,sector 2,sector 2,bucurești,3
Staer 23,mihai bravu,sector 3,sector 3,bucurești,9
Staer 23,mihai bravu 309,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mihai bravu 90-96,sector 3,sector 3,bucurești,1
Staer 23,mihai bravu- pct reper profi,sector 3,sector 3,bucurești,1
Staer 23,mihai eminescu,berceni (ilfov),—,ilfov,1
Staer 23,mihai eminescu,gradiste,—,ilfov,1
Staer 23,mihai eminescu,moara vlăsiei,—,ilfov,1
Staer 23,mihai eminescu,tunari,—,ilfov,2
Staer 23,mihail eminescu,tunari,—,ilfov,1
Staer 23,mihail kogalniceanu,berceni (ilfov),—,ilfov,2
Staer 23,mihail sadoveanu,1 decembrie,—,ilfov,1
Staer 23,mihail tarnoveanu,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mileanca,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,minca dumitru,sector 4,sector 4,bucurești,2
Staer 23,minis,sector 3,sector 3,bucurești,7
Staer 23,mioirita,berceni (ilfov),—,ilfov,1
Staer 23,miorita,berceni (ilfov),—,ilfov,13
Staer 23,mioritei,berceni (ilfov),—,ilfov,3
Staer 23,miraslau,măgurele,—,ilfov,1
Staer 23,miraslau,popești-leordeni,—,ilfov,4
Staer 23,mircea badescu,sector 3,sector 3,bucurești,1
Staer 23,mircea eliade,voluntari–pipera,—,ilfov,1
Staer 23,mircea marinescu,voluntari–pipera,—,ilfov,1
Staer 23,mircea voda,sector 3,sector 3,bucurești,4
Staer 23,mircesti,sector 1,sector 1,bucurești,1
Staer 23,mirea mioara luiza s4,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mireslau,popești-leordeni,—,ilfov,1
Staer 23,miron cristea,copaceni,—,ilfov,1
Staer 23,mitropolit andrei saguna,sector 1,sector 1,bucurești,1
Staer 23,mitropolit dosoftei,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mitropolit filaret,bucurești neatribuit,bucurești neatribuit,bucurești,1
Staer 23,mitropolit filaret,sector 4,sector 4,bucurești,1
Staer 23,mixandrei,sector 4,sector 4,bucurești,4
Staer 23,mld ion mihalache,sector 1,sector 1,bucurești,1
Staer 23,moara rosie,bucurești neatribuit,bucurești neatribuit,bucurești,2
Staer 23,modoran ene,sector 5,sector 5,bucurești,2
Staer 23,mogos vornicul,sector 2,sector 2,bucurești,1
Staer 23,mogosoaia,mogoșoaia,—,ilfov,1
Staer 23,mohorului,sector 6,sector 6,bucurești,1
Staer 23,moinesti,sector 6,sector 6,bucurești,6
Staer 23,moisil,sector 2,sector 2,bucurești,1
Staer 23,moldovita,sector 4,sector 4,bucurești,26
Staer 23,moli,jilava,—,ilfov,1
Staer 23,molidului,corbeanca,—,ilfov,1
Staer 23,monumentul eroilor,clinceni,—,ilfov,1
Staer 23,monumentului,bragadiru,—,ilfov,6
Staer 23,morii,copaceni,—,ilfov,2
